FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;66447;female;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12632;00071A918E;NULL;66447;NULL;NULL;51313;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1FCCC4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12675;00071FCCC4;NULL;NULL;NULL;NULL;51314;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1FFOD5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12681;00071FFOD5;NULL;NULL;NULL;NULL;51315;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1AEA18;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12683;00071AEA18;NULL;NULL;NULL;NULL;51316;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1FF7BA;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12686;00071FF7BA;NULL;NULL;NULL;NULL;51317;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1B29EC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12687;00071B29EC;NULL;NULL;NULL;NULL;51318;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;1FC924;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14714;00071FC924;NULL;NULL;NULL;NULL;51319;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;136377;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14720;7136377;NULL;NULL;NULL;NULL;51320;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;13760;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14725;7,14E+05;NULL;NULL;NULL;NULL;51321;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM046;Maatarka;RHM046;13/03/2012;33,95584;-2,26945;NULL;NULL;E3A728;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14728;0006E3A728;NULL;NULL;NULL;NULL;51322;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;64342;female;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12609;0006E3A9E6;NULL;64342;NULL;NULL;51323;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1AFA40;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12610;00071AFA40;NULL;NULL;NULL;NULL;51324;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B35C6;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13349;00071B35C6;NULL;NULL;NULL;NULL;51331;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B3046;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13356;00071B3046;NULL;NULL;NULL;NULL;51332;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B380A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13357;00071B380A;NULL;NULL;NULL;NULL;51333;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;138926;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13358;7138926;NULL;NULL;NULL;NULL;51334;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B1327;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12611;00071B1327;NULL;NULL;NULL;NULL;51325;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B11A5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12613;00071B11A5;NULL;NULL;NULL;NULL;51326;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B2244;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12614;00071B2244;NULL;NULL;NULL;NULL;51327;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1AF3C9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12628;00071AF3C9;NULL;NULL;NULL;NULL;51328;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM048;Maatarka;RHM048;13/03/2012;33,86566;-2,27022;NULL;NULL;1B2201;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12633;00071B2201;NULL;NULL;NULL;NULL;51330;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;028BFF;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12536;0007028BFF;NULL;NULL;NULL;NULL;51335;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;025B50;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12540;0007025B50;NULL;NULL;NULL;NULL;51336;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;02E588;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12545;000702E588;NULL;NULL;NULL;NULL;51337;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;137988;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12578;7137988;NULL;NULL;NULL;NULL;51345;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;1AEAC2;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12634;00071AEAC2;NULL;NULL;NULL;NULL;51346;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;28552;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12547;7028552;NULL;NULL;NULL;NULL;51338;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;64015;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12570;0007136B5F;NULL;64015;NULL;NULL;51339;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;136171;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12571;7136171;NULL;NULL;NULL;NULL;51340;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;1390B7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12572;00071390B7;NULL;NULL;NULL;NULL;51341;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;E36C40;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12574;0006E36C40;NULL;NULL;NULL;NULL;51342;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM050;Maatarka;RHM050;13/03/2012;33,77547;-2,27099;NULL;NULL;1383000000;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12575;7,14E+10;NULL;NULL;NULL;NULL;51343;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;0262CA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12383;00070262CA;NULL;NULL;NULL;NULL;51347;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;02751B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12517;000702751B;NULL;NULL;NULL;NULL;51348;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;1360FA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12663;00071360FA;NULL;NULL;NULL;NULL;51355;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;135ED0;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12664;0007135ED0;NULL;NULL;NULL;NULL;51356;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;E3ADB3;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12669;0006E3ADB3;NULL;NULL;NULL;NULL;51357;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;1,35E+83;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12671;7,14E+84;NULL;NULL;NULL;NULL;51358;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;F3F1EA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12521;0006F3F1EA;NULL;NULL;NULL;NULL;51349;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;EE3848;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12523;0006EE3848;NULL;NULL;NULL;NULL;51350;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;0236D6;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12526;00070236D6;NULL;NULL;NULL;NULL;51351;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;02FD23;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12548;000702FD23;NULL;NULL;NULL;NULL;51352;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;139653;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12661;7139653;NULL;NULL;NULL;NULL;51353;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM051;Maatarka;RHM051;13/03/2012;33,73038;-2,27137;NULL;NULL;1362A1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12662;00071362A1;NULL;NULL;NULL;NULL;51354;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;201FF1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12624;0007201FF1;NULL;NULL;NULL;NULL;51359;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1B05B8;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12625;00071B05B8;NULL;NULL;NULL;NULL;51360;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1BA5C9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12626;00071BA5C9;NULL;NULL;NULL;NULL;51361;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1B7D85;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12627;00071B7D85;NULL;NULL;NULL;NULL;51362;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1B20E7;female;release;North African Houbara Bustard;dead;NULL;NULL;NULL;U11M12631;00071B20E7;NULL;NULL;NULL;NULL;51363;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;069EB1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14734;0007069EB1;NULL;NULL;NULL;NULL;51370;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;x8939;male;release;North African Houbara Bustard;lost;collar;RI-2D-M;159880;U11M12688;00071ADC82;NULL;NULL;218939;NULL;51364;218939
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1B3889;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14371;00071B3889;NULL;NULL;NULL;NULL;51365;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;20008C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14682;000720008C;NULL;NULL;NULL;NULL;51366;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;02DAE4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14697;000702DAE4;NULL;NULL;NULL;NULL;51367;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1AD270;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14703;00071AD270;NULL;NULL;NULL;NULL;51368;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM055;Maatarka;RHM055;13/03/2012;33,91106;-2,32392;NULL;NULL;1FE851;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14705;00071FE851;NULL;NULL;NULL;NULL;51369;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1B3B94;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12591;00071B3B94;NULL;NULL;NULL;NULL;51371;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;135F95;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12592;0007135F95;NULL;NULL;NULL;NULL;51372;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;136431;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12596;7136431;NULL;NULL;NULL;NULL;51373;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;62938;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12600;7136603;NULL;62938;NULL;NULL;51374;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1FBBBA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12649;00071FBBBA;NULL;NULL;NULL;NULL;51381;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;136B4C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14730;0007136B4C;NULL;NULL;NULL;NULL;51382;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;E3A253;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12602;0006E3A253;NULL;NULL;NULL;NULL;51375;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1FC14C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12642;00071FC14C;NULL;NULL;NULL;NULL;51377;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1AD1C0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12643;00071AD1C0;NULL;NULL;NULL;NULL;51378;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1B2896;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12646;00071B2896;NULL;NULL;NULL;NULL;51379;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM057;Maatarka;RHM057;13/03/2012;33,82087;-2,32463;NULL;NULL;1ADB0A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12647;00071ADB0A;NULL;NULL;NULL;NULL;51380;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;026D73;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12527;0007026D73;NULL;NULL;NULL;NULL;51383;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;26640;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12528;7026640;NULL;NULL;NULL;NULL;51384;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;26429;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12529;7026429;NULL;NULL;NULL;NULL;51385;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;0267B5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12562;00070267B5;NULL;NULL;NULL;NULL;51392;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;1382AA;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12564;00071382AA;NULL;NULL;NULL;NULL;51393;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;1,36E+72;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12565;7,14E+73;NULL;NULL;NULL;NULL;51394;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;0264C4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12533;00070264C4;NULL;NULL;NULL;NULL;51386;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;64293;male;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M12550;000702682F;NULL;64293;NULL;NULL;51388;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;137B31;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12556;0007137B31;NULL;NULL;NULL;NULL;51389;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;137DF4;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12560;0007137DF4;NULL;NULL;NULL;NULL;51390;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM059;Maatarka;RHM059;13/03/2012;33,73069;-2,32534;NULL;NULL;1395C6;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12561;00071395C6;NULL;NULL;NULL;NULL;51391;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;137118;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14723;7137118;NULL;NULL;NULL;NULL;51404;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;137CD4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14727;0007137CD4;NULL;NULL;NULL;NULL;51405;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;137D62;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14732;0007137D62;NULL;NULL;NULL;NULL;51406;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;E3AFD7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12655;0006E3AFD7;NULL;NULL;NULL;NULL;51398;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;135DF7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12658;0007135DF7;NULL;NULL;NULL;NULL;51399;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;139455;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12659;7139455;NULL;NULL;NULL;NULL;51400;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;137EDC;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12660;0007137EDC;NULL;NULL;NULL;NULL;51401;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;137129;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14721;7137129;NULL;NULL;NULL;NULL;51402;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;138973;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14722;7138973;NULL;NULL;NULL;NULL;51403;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;1367000;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12640;7,14E+07;NULL;NULL;NULL;NULL;51395;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;13938B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12653;000713938B;NULL;NULL;NULL;NULL;51396;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM060;Maatarka;RHM060;13/03/2012;33,95643;-2,37768;NULL;NULL;138216;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12654;7138216;NULL;NULL;NULL;NULL;51397;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM064;Maatarka;RHM064;13/03/2012;33,77606;-2,37898;NULL;NULL;F3E604;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12513;0006F3E604;NULL;NULL;NULL;NULL;51407;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM064;Maatarka;RHM064;13/03/2012;33,77606;-2,37898;NULL;NULL;1362F2;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12601;00071362F2;NULL;NULL;NULL;NULL;51415;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM064;Maatarka;RHM064;13/03/2012;33,77606;-2,37898;NULL;NULL;136244;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12603;7136244;NULL;NULL;NULL;NULL;51416;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120313RHM064;Maatarka;RHM064;13/03/2012;33,77606;-2,37898;NULL;NULL;E368F0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12604;0006E368F0;NULL;NULL;NULL;NULL;51417;NULL
